VideoId,Label
BbrE,6 8 3 13 4 10 28 71 9 15
ZirE,21 23 24 15 18 11 6 4 13 3
xQrE,2 7 208 11 56 13 0 15 347 45
4qrE,4 13 6 3 10 8 15 9 18 21
plrE,1 0 35 6 16 4 19 8 5 12
82rE,0 5 1 16 49 12 23 2 80 21
KJrE,18 15 4 9 13 10 43 2 11 3
r3rE,0 1 5 16 15 11 26 81 35 21
oErE,5 16 1 15 0 49 11 14 84 6
ZcrE,8 6 3 5 16 66 15 13 0 49
YgrE,0 1 4 6 3 8 9 339 13 15
QcrE,9 4 10 13 6 37 3 28 0 8
ierE,5 0 1 16 2 12 15 6 8 81
H9rE,26 11 0 1 5 15 21 16 23 130
5grE,0 1 15 7 5 2 11 17 12 42
bLrE,26 15 11 0 21 18 49 1 2 453
uXrE,5 16 618 18 328 15 405 597 84 6
uqrE,0 1 35 27 42 15 16 102 5 69
rjrE,2 5 15 12 14 0 9 18 11 7
XFrE,1 0 16 5 1441 35 12 19 42 36
fUrE,4 9 3 10 13 6 28 1 0 33
UJrE,0 12 14 1 2 15 63 16 7 5
DUrE,4 13 31 10 3 6 47 9 15 40
q2rE,0 2 17 7 19 1 15 12 5 11
0VrE,0 1 5 4 11 6 16 8 9 15
qRrE,11 26 18 49 15 13 485 50 21 10
6UrE,0 1 23 21 11 15 27 7 5 24
LHrE,2 17 64 7 149 19 15 30 26 18
HErE,0 1 27 15 35 42 17 2 11 7
pPrE,4 6 3 10 8 9 13 28 38 33
BarE,5 16 0 1 14 15 12 35 19 84
53rE,0 1 11 27 15 2 35 7 18 17
gArE,8 6 3 13 15 4 26 2 12 62
93rE,10 4 97 15 18 9 243 31 278 13
vYrE,8 6 3 5 4 16 13 141 0 15
kfrE,39 15 156 121 13 207 4 338 50 10
nlrE,1 0 42 4 27 15 35 5 6 306
vPrE,11 21 15 18 49 50 23 24 26 39
ddrE,2 7 11 13 15 75 8 19 6 9
abrE,2 7 0 1 15 11 12 17 18 19
qOrE,1 0 35 36 17 42 27 7 15 153
IorE,21 11 15 26 23 0 1 18 24 49
evrE,21 23 49 11 24 18 15 26 1 2
fHrE,0 15 12 18 4 6 19 3 17 8
c0rE,0 5 12 1 16 19 2 15 17 25
vurE,2 7 11 15 17 64 90 30 13 18
F1rE,4 13 3 10 9 6 54 15 0 18
08rE,0 12 1 19 15 2 3 4 8 6
T6rE,0 52 15 1 12 125 2 70 19 11
vMrE,4 33 28 38 13 86 78 10 9 257
vvrE,0 1 5 6 69 8 3 16 4 13
RcrE,0 1 35 2 15 12 7 17 19 27
GDrE,346 103 8 350 537 6 15 82 3 4
2frE,4 13 3 10 6 28 33 38 9 8
0XrE,11 15 2 18 20 7 22 0 1 32
imrE,8 6 0 103 3 4 15 13 2 537
dLrE,8 6 13 3 4 15 71 18 10 9
2ArE,0 12 15 2 18 11 13 10 7 1
LnrE,1 0 21 23 24 2 73 12 15 26
EsrE,2 0 7 15 1 11 18 17 35 5
ymrE,2 7 30 17 0 15 19 13 4 1
1vrE,0 1 61 5 15 42 8 27 105 16
BgrE,4 10 13 3 31 6 9 18 47 8
PRrE,2 30 7 17 0 15 11 55 19 12
3brE,1 0 35 36 15 17 16 19 42 7
g2rE,1 0 5 16 4 17 35 6 2 9
cErE,15 18 11 2 0 7 363 67 239 686
z7rE,5 16 26 0 1 6 11 4 8 15
xjrE,6 8 3 4 13 10 5 9 28 15
zXrE,0 1 35 15 36 12 2 17 19 42
DWrE,83 2 7 11 541 15 262 6 0 17
KkrE,0 1 27 21 23 35 36 63 15 24
mirE,5 0 1 16 14 35 15 25 12 19
TerE,0 1 15 19 12 2 17 7 5 14
IBrE,0 12 2 15 7 9 4 5 17 1
rerE,1 0 4 339 9 3 15 512 13 6
JWrE,4 3 10 9 13 6 28 38 8 33
1BrE,5 16 0 1 14 81 12 15 6 19
BVrE,3 4 6 13 10 9 8 28 38 33
k4rE,231 273 491 15 0 160 2 888 166 17
uxrE,2 7 17 15 11 19 18 0 1 12
IGrE,5 16 3 2 4 6 15 1 7 19
MxrE,0 15 1 2 35 17 7 12 19 36
UerE,8 6 3 13 4 10 9 15 12 28
6rrE,0 5 1 16 81 15 8 4 12 2
StrE,4 9 10 13 37 18 6 15 3 2
MQrE,26 15 0 1 130 16 18 11 2 5
EirE,5 16 1 15 0 6 4 3 144 11
DSrE,15 58 2 4 53 14 9 214 18 5
B6rE,7 2 11 15 18 17 1 48 19 0
ufrE,5 26 0 15 11 13 6 18 2 49
vNrE,1 0 4 35 3 42 16 13 6 15
jWrE,4 9 10 13 15 5 2 6 18 3
ydrE,26 11 5 15 49 18 21 0 130 39
4ArE,0 1 12 5 35 2 17 19 16 15
BDrE,1 0 15 19 17 2 11 21 23 8
ssrE,1 0 23 21 27 11 5 15 24 7
iqrE,4 13 3 8 6 10 41 9 18 15
RSrE,4 3 6 13 10 8 9 28 54 33
j3rE,2 15 166 60 49 18 7 17 12 353
cSrE,0 1 61 15 8 14 5 6 12 35
hKrE,0 8 1 15 14 6 12 7 2 17
zRrE,18 15 43 11 2 60 59 4 101 9
4KrE,5 1 0 16 69 6 12 8 144 3
zmrE,4 6 13 3 8 10 9 33 5 28
l5rE,3 6 4 13 8 10 9 28 33 38
rTrE,0 52 125 12 70 1 6 4 8 3
1erE,4 13 0 3 9 10 2 45 6 12
IDrE,18 15 11 220 276 126 2 50 60 49
b4rE,15 18 5 0 67 1 17 2 11 16
GmrE,4 31 57 13 47 40 10 6 3 9
n3rE,5 16 1 0 26 81 27 15 11 6
3qrE,23 21 24 1 0 73 15 11 26 2
QgrE,3 6 4 13 8 10 9 15 28 18
THrE,1 0 35 36 17 6 19 4 3 15
J6rE,21 23 24 73 1 6 115 0 4 15
91rE,0 1 35 2 7 5 15 16 12 17
XqrE,5 16 1 0 14 15 6 4 84 25
e9rE,8 6 15 4 5 16 3 0 1 18
O1rE,4 3 13 6 10 8 9 31 15 28
E6rE,0 14 1 5 35 7 15 2 12 16
vSrE,11 20 22 15 2 32 29 18 8 1
vbrE,18 11 15 26 49 2 7 62 13 9
EhrE,8 6 3 4 13 10 9 15 0 18
4ZrE,4 13 10 3 585 6 9 8 300 18
9MrE,18 15 67 9 4 11 13 10 2 0
CPrE,0 1 63 12 15 27 35 11 2 167
CzrE,8 6 15 11 18 1 0 16 66 20
yRrE,21 26 23 11 15 24 2 18 1 73
cirE,3 4 6 13 10 9 28 8 38 18
UtrE,0 1 12 2 15 35 5 19 17 7
KYrE,1 0 36 35 15 27 7 17 287 317
KmrE,8 15 18 6 4 3 13 10 9 87
EUrE,0 14 12 2 5 15 16 1 17 7
I8rE,0 12 1 6 8 19 15 52 63 538
2GrE,0 21 1 15 11 26 12 7 23 2
gHrE,8 15 49 50 18 66 21 11 14 26
vOrE,8 18 15 26 11 50 49 67 65 6
MVrE,5 0 2 14 12 15 7 66 16 11
M6rE,0 15 1 12 18 8 27 7 2 11
FkrE,3 6 4 8 13 10 0 1 9 28
JarE,12 0 15 11 2 7 18 195 17 1
wTrE,0 12 1 23 2 15 7 11 19 21
M7rE,3 13 4 6 8 10 9 28 33 38
RkrE,11 15 21 49 5 18 0 26 23 2
iFrE,0 1 8 61 12 6 35 42 5 27
8jrE,0 1 14 5 15 42 35 17 2 19
FErE,0 1 5 69 16 12 8 6 378 3
03rE,0 1 5 16 12 35 19 2 17 7
4BrE,2 7 15 18 17 11 30 26 62 75
ZyrE,17 19 2 7 0 13 12 15 4 9
AjrE,4 14 9 5 6 10 3 15 13 16
cXrE,1 0 5 16 25 35 19 15 7 17
1IrE,1 21 23 26 15 0 2 24 7 11
oUrE,15 2 18 72 7 68 17 0 11 98
OBrE,1 0 35 15 27 42 36 7 18 11
5MrE,7 2 17 0 19 48 15 12 1 30
qDrE,49 5 80 21 0 18 23 15 1 265
KOrE,11 4 15 13 8 22 6 10 20 32
LArE,0 12 5 6 3 16 4 8 14 15
dbrE,2 7 15 11 18 1 0 5 17 19
SbrE,0 1 5 35 16 12 8 6 42 69
DorE,2 18 11 15 7 0 21 652 20 1
RArE,1 0 25 35 16 15 19 5 36 17
VQrE,23 21 11 2 24 1 7 0 73 26
k1rE,0 7 2 12 5 14 17 15 19 1
x8rE,0 12 1 19 8 15 6 17 2 35
s8rE,11 0 15 133 1 12 16 21 2 7
sOrE,2 7 15 18 12 11 17 0 9 64
G8rE,2 15 17 12 0 7 19 14 60 5
LZrE,8 0 6 61 3 15 18 12 4 9
RnrE,2 15 4 18 8 7 13 6 9 3
mprE,4 3 6 13 10 8 9 15 28 18
PIrE,14 0 12 5 15 6 2 1 61 19
ahrE,11 49 21 39 50 15 26 66 65 23
gqrE,2 30 7 15 11 18 17 55 9 0
zhrE,0 12 15 2 18 19 8 11 17 6
mDrE,16 5 1 0 26 15 11 35 2 7
hdrE,0 12 15 2 7 19 1 17 35 18
JgrE,12 0 15 18 2 7 11 17 60 43
GarE,15 0 18 11 21 1 23 12 50 49
bNrE,0 2 15 18 5 12 11 7 1 26
JSrE,2 11 7 15 18 0 12 5 26 17
aZrE,1 0 35 16 25 5 7 15 19 17
XUrE,0 1 23 27 15 21 63 36 6 11
ByrE,0 1 15 35 2 17 42 18 19 7
iErE,2 0 7 12 1 17 19 5 15 247
gxrE,0 1 306 27 42 15 11 23 2 7
CKrE,19 1 0 17 2 7 15 48 12 272
NxrE,3 4 6 9 0 10 5 1 13 16
2LrE,2 7 75 15 13 18 208 11 525 17
h9rE,26 5 49 15 18 11 222 249 16 80
ivrE,7 2 0 15 1 18 11 12 17 35
a8rE,21 23 24 2 11 7 15 18 73 13
JirE,8 6 3 13 12 0 4 2 17 15
9srE,0 1 36 35 15 42 17 7 27 19
curE,3 6 4 13 9 10 28 8 15 38
TzrE,2 7 17 30 11 15 19 62 18 16
LmrE,11 15 18 50 21 49 66 39 2 20
cJrE,1 0 16 35 15 5 25 8 4 6
HrrE,0 1 35 36 15 7 27 2 42 17
eCrE,8 6 15 18 13 3 4 11 12 9
p5rE,11 2 7 15 18 62 26 251 270 49
z6rE,0 12 15 19 52 8 2 17 261 6
icrE,21 23 24 1 0 15 73 11 2 74
WIrE,3 4 6 13 9 8 10 2 28 7
aOrE,1 0 35 36 42 15 7 27 17 2
xfrE,3 4 6 13 9 10 28 8 1 38
JfrE,0 1 42 35 15 17 27 12 5 36
HLrE,1 0 35 25 17 36 8 42 16 19
HSrE,57 31 40 47 117 13 4 0 15 1
Y9rE,2 17 7 19 129 15 18 12 48 3
ZgrE,15 18 11 2 7 60 43 49 9 30
iprE,0 1 12 7 2 17 23 5 27 21
BrrE,11 18 15 49 9 22 2 10 13 20
b3rE,1 0 5 16 15 12 35 2 11 19
J0rE,49 5 15 18 80 4 13 265 10 11
PSrE,15 11 18 0 2 1 7 26 16 5
P5rE,5 14 16 0 15 49 7 6 12 11
2arE,1 0 27 35 15 36 42 11 12 2
R3rE,0 1 27 35 15 42 7 11 2 5
GtrE,18 15 26 21 50 49 23 0 11 65
aKrE,11 21 49 15 18 50 23 39 66 26
UdrE,5 16 6 14 3 4 15 8 18 84
yfrE,0 1 21 26 15 23 12 2 7 11
ztrE,3 6 13 8 4 10 9 28 15 18
OzrE,3 6 4 13 9 10 8 28 38 15
9VrE,2 7 83 11 15 13 18 208 262 541
SUrE,16 1 25 5 0 15 2 7 19 11
vyrE,15 18 10 4 9 67 11 5 2 49
S4rE,17 2 7 19 15 0 9 48 4 18
J9rE,8 15 0 110 92 11 369 18 12 329
xgrE,14 0 5 1 16 15 12 2 6 35
horE,2 30 15 13 9 4 17 18 10 11
wVrE,7 2 0 17 15 12 19 5 1 11
60rE,11 50 39 6 15 13 65 10 8 4
DkrE,8 6 4 3 13 10 18 9 15 28
69rE,0 12 15 1 2 3 4 6 91 19
WErE,1 0 15 11 7 161 2 100 21 16
A1rE,5 16 0 1 8 6 12 25 15 3
5ErE,68 72 0 98 2 17 15 151 240 19
SqrE,0 14 1 5 19 2 17 12 7 16
ejrE,4 9 10 3 13 6 8 15 37 18
yOrE,11 0 2 1 15 25 7 12 19 8
xtrE,1 0 35 19 8 17 42 6 15 12
STrE,4 9 10 13 3 6 5 15 34 11
FBrE,5 2 12 15 0 7 16 18 19 11
P9rE,0 15 50 1 11 21 2 23 65 18
FFrE,11 20 6 22 8 15 18 2 4 13
dwrE,26 11 2 15 21 7 18 49 23 5
CBrE,57 117 31 40 4 13 15 10 47 6
0crE,4 15 6 13 10 18 5 0 1 9
w1rE,15 0 17 18 2 12 11 58 60 53
w2rE,2 7 15 11 18 26 30 17 62 64
adrE,2 30 7 15 11 17 55 13 18 19
AGrE,4 10 13 3 6 9 8 54 15 18
zUrE,3 6 4 13 8 10 9 28 15 18
ROrE,39 50 65 207 11 156 15 233 0 121
4FrE,15 18 11 12 21 23 2 49 0 8
48rE,15 18 2 43 4 60 17 9 8 101
CdrE,0 1 27 21 23 15 26 11 35 105
TPrE,0 1 35 42 25 15 16 7 17 19
CWrE,1 15 0 18 7 11 23 21 24 2
AdrE,1 0 35 25 16 15 36 12 7 19
lOrE,3 4 6 13 8 10 9 28 18 15
2BrE,11 20 18 39 15 50 22 66 49 21
BqrE,15 18 49 2 5 4 13 9 11 12
1KrE,11 20 22 29 32 15 6 2 8 13
UprE,4 10 9 6 13 3 8 11 15 0
OprE,1 0 36 7 2 15 35 17 12 94
EzrE,11 20 22 32 29 6 13 15 8 2
ODrE,14 4 5 3 6 16 0 13 1 9
alrE,3 6 13 4 8 9 61 10 28 15
Z8rE,2 7 17 15 19 0 5 30 18 12
SerE,13 4 3 10 6 168 9 330 565 54
8prE,0 1 35 5 12 16 19 17 27 36
vIrE,6 3 8 4 12 14 5 13 15 0
morE,8 12 15 0 6 2 92 110 369 261
9urE,2 7 0 11 1 5 15 17 26 16
lFrE,4 13 10 9 18 585 15 3 8 300
OYrE,4 13 3 6 10 9 860 389 8 28
borE,15 7 2 11 1 18 0 26 21 43
BIrE,3 4 6 9 10 13 0 1 28 38
H0rE,2 56 77 45 51 295 13 0 212 4
UyrE,11 2 22 15 20 18 7 9 32 29
0HrE,434 39 15 12 0 50 66 121 49 23
E4rE,310 15 18 12 6 2 26 49 11 17
vprE,8 6 4 3 13 10 33 28 15 18
fArE,9 4 10 13 37 15 1 34 21 2
IHrE,5 14 16 4 0 26 6 49 9 13
g1rE,8 6 3 13 4 10 15 0 18 12
IPrE,12 0 2 1 15 11 63 237 5 18
SvrE,1 0 36 35 17 7 15 6 2 14
9frE,5 16 0 12 15 1 328 19 49 17
0nrE,1 23 0 21 24 15 74 27 5 73
LCrE,1 0 16 5 8 15 35 11 25 6
ZvrE,13 4 41 3 10 9 8 15 6 0
cLrE,7 2 413 30 15 11 13 17 9 19
8NrE,0 1 5 69 12 378 16 8 6 4
J7rE,2 7 17 19 15 30 11 18 0 48
h7rE,12 0 2 15 7 11 17 19 18 64
0lrE,0 1 5 35 15 12 16 42 7 27
CFrE,26 11 5 526 527 21 8 15 18 16
dBrE,0 1 42 35 93 15 12 102 17 449
b8rE,4 3 9 10 6 13 28 38 15 33
fbrE,1 0 5 16 6 35 69 3 11 12
YtrE,4 3 13 9 10 6 28 38 33 8
zdrE,4 3 13 10 6 9 28 38 8 33
1UrE,11 15 2 18 13 26 50 8 6 4
CyrE,2 0 7 11 21 1 15 26 23 24
DCrE,21 23 24 7 11 1 2 0 73 15
qcrE,1 15 0 18 4 6 35 16 25 5
C5rE,18 15 2 11 7 8 13 10 9 5
zyrE,7 2 17 15 11 75 18 48 30 19
OmrE,15 18 9 11 2 4 10 60 7 43
wLrE,1 0 35 16 25 5 36 15 42 19
zlrE,2 1 7 0 17 15 5 11 19 12
JorE,11 15 18 8 20 22 29 32 6 2
8YrE,6 8 3 4 10 13 9 28 15 18
HZrE,8 6 4 13 3 10 15 18 9 11
uRrE,0 1 21 23 27 24 73 15 74 496
SZrE,0 12 8 19 15 1 6 17 7 2
YPrE,23 21 24 0 1 2 73 11 15 74
hVrE,0 12 1 2 6 19 15 8 5 7
zDrE,0 1 5 61 12 35 7 2 17 15
3jrE,11 15 2 18 7 20 22 29 32 0
ZNrE,3 4 6 9 13 10 8 28 1 2
8HrE,7 2 15 17 104 305 11 19 0 18
CqrE,2 17 19 15 30 18 7 11 9 8
5ZrE,15 2 18 9 4 58 53 13 232 163
a9rE,15 18 2 60 11 7 519 419 669 289
rxrE,0 1 27 23 106 21 35 5 11 36
ESrE,6 8 3 5 16 15 14 0 4 1
AJrE,0 15 21 26 23 18 1 11 49 12
gDrE,8 6 0 12 14 5 15 71 3 1
uDrE,5 16 4 6 14 3 1 0 49 13
zarE,11 20 22 29 32 15 18 13 6 2
WZrE,4 3 10 9 13 6 8 28 38 33
3frE,0 4 12 9 2 13 15 10 3 17
eVrE,1 0 5 35 16 19 17 15 36 42
dRrE,4 3 9 10 6 13 0 15 28 18
pxrE,0 1 5 16 35 12 17 19 15 2
QJrE,7 2 413 19 17 0 15 11 30 1
wvrE,4 13 10 3 6 9 8 28 33 15
yVrE,5 16 6 3 8 4 1 136 15 0
jBrE,1 0 5 16 4 27 11 19 81 35
V9rE,12 0 2 19 17 7 15 1 5 58
sdrE,14 0 4 1 3 5 16 12 9 6
isrE,5 4 1 6 3 10 16 0 9 13
TsrE,3 6 4 13 8 9 10 2 15 7
c3rE,8 6 3 13 4 15 18 61 10 9
GPrE,18 15 0 5 1 11 49 26 12 8
wOrE,0 12 15 2 16 1 18 17 5 11
1OrE,1 0 16 5 25 35 15 19 12 6
zLrE,1 0 35 36 25 16 17 19 5 15
W7rE,0 1 35 5 36 4 12 15 19 16
QKrE,2 7 15 62 11 18 26 64 17 1
y5rE,0 11 1 5 12 66 15 7 2 21
psrE,2 15 7 18 252 11 49 0 17 1
RqrE,0 1 306 15 42 18 2 11 9 27
k5rE,11 15 18 66 50 49 21 0 8 1
6arE,4 13 3 10 9 6 8 28 33 38
hkrE,2 0 19 17 1 7 30 12 15 5
NvrE,18 15 67 11 1287 2 140 9 60 1048
iSrE,1 0 35 7 15 2 5 16 19 12
j0rE,9 4 10 13 3 15 37 6 18 34
rurE,2 19 17 7 8 15 0 4 247 141
p6rE,18 15 43 2 60 59 11 17 12 7
PkrE,222 26 249 216 49 181 15 11 39 18
OqrE,5 16 14 6 4 49 15 11 3 18
JBrE,15 2 58 163 53 232 0 17 30 19
RKrE,1 0 25 35 16 5 15 7 36 19
zqrE,11 20 26 15 1 0 22 29 18 32
KprE,14 5 0 2 1 16 7 15 12 19
TArE,3 4 6 13 10 9 8 28 38 33
U6rE,2 7 15 17 18 0 19 12 60 5
RvrE,0 12 15 2 17 8 52 19 16 11
LirE,7 2 17 8 3 15 6 13 18 12
LprE,14 0 1 2 5 12 7 15 16 19
0LrE,2 7 11 15 12 18 0 5 1 17
WrrE,15 11 18 2 7 5 49 4 13 12
jErE,11 49 21 23 0 12 15 5 7 1
vorE,12 0 2 7 11 15 23 195 17 21
bWrE,5 16 1 6 0 3 8 4 136 26
cvrE,4 13 3 10 6 9 8 15 28 18
EArE,4 10 13 9 3 6 18 5 28 49
TOrE,0 1 35 11 23 27 15 21 5 74
xLrE,2 44 46 9 15 4 64 13 18 119
f3rE,0 1 17 2 42 19 15 35 12 7
6yrE,2 15 18 11 17 19 0 43 7 60
V1rE,2 17 19 30 15 143 55 340 11 7
tXrE,9 18 4 187 15 74 10 13 6 23
WCrE,4 3 6 9 13 10 28 38 8 0
rzrE,12 15 0 18 17 19 13 2 11 1
CJrE,0 21 23 1 26 15 73 27 24 18
KlrE,11 22 20 15 29 18 32 6 8 13
gErE,3 6 13 8 4 9 2 89 28 10
TUrE,31 57 40 47 4 13 117 6 3 15
airE,0 1 27 35 5 15 26 23 11 21
VdrE,3 6 4 13 8 10 28 9 33 38
hCrE,15 231 273 2 491 160 49 166 5 18
GbrE,5 16 1 0 19 6 17 7 2 12
nirE,0 1 15 12 17 2 14 19 16 5
KzrE,39 11 15 50 13 6 18 4 207 65
f4rE,8 6 3 15 13 66 4 9 2 18
oBrE,8 6 4 13 18 15 3 10 12 0
dQrE,14 15 5 0 16 6 18 11 66 49
LDrE,5 1 0 16 11 2 7 15 35 17
PsrE,0 1 12 5 17 2 61 15 19 8
LorE,15 18 11 26 2 21 7 49 1 67
jIrE,2 44 0 5 46 15 264 155 377 162
w0rE,12 2 0 15 18 64 44 46 17 7
sKrE,1 0 15 5 16 18 11 7 27 35
aGrE,8 6 4 3 15 10 9 0 13 1
rBrE,6 8 3 4 13 10 5 16 15 0
aprE,26 2 7 11 1 15 21 0 23 18
WBrE,15 18 87 536 0 8 545 4 365 13
MhrE,11 20 22 29 32 15 2 18 8 6
gBrE,4 3 13 6 10 54 8 41 9 15
ucrE,8 6 3 4 13 0 1 5 12 66
NUrE,39 13 156 121 207 50 233 4 10 338
SdrE,4 3 9 6 0 13 2 12 15 10
HXrE,2 7 0 15 19 12 17 11 18 1
OGrE,14 5 0 7 2 16 15 12 8 6
cIrE,21 23 24 0 1 26 73 11 15 115
QSrE,15 2 18 11 49 12 0 19 7 17
HqrE,4 13 10 39 15 9 50 18 207 156
P2rE,5 15 16 49 11 1 18 0 80 12
hqrE,4 9 15 2 3 18 12 6 13 0
anrE,39 11 50 13 66 15 65 18 6 8
cPrE,0 1 8 12 35 19 5 6 3 7
IKrE,6 3 8 4 13 10 9 28 18 15
0UrE,15 18 6 13 5 71 11 14 8 66
Y0rE,1 0 36 35 15 27 7 12 17 42
FmrE,2 7 11 17 19 15 30 413 18 0
KKrE,1 0 35 16 5 2 7 19 12 15
XkrE,7 2 17 0 5 19 12 14 48 15
FprE,11 20 2 22 15 5 18 26 29 32
PPrE,15 2 18 11 7 17 0 12 43 8
8arE,0 1 35 17 15 42 12 36 27 19
SPrE,7 2 6 3 8 17 19 13 15 4
HvrE,9 4 10 13 6 15 18 50 65 3
NprE,1 0 35 25 16 6 4 5 36 15
18rE,0 1 35 7 17 2 19 5 15 12
vTrE,9 10 4 15 13 21 34 18 11 1
varE,21 23 24 0 1 15 11 2 73 26
ZzrE,10 4 6 97 243 9 351 13 31 8
4lrE,16 0 25 5 1 35 12 15 19 17
nTrE,4 3 6 13 10 9 8 28 38 33
mfrE,2 273 231 160 15 7 888 12 491 49
rprE,2 0 19 7 17 15 12 11 18 30
QorE,4 8 6 13 3 10 18 9 15 28
v0rE,0 3 6 12 8 1 19 4 52 2
CQrE,58 53 15 228 17 0 232 8 19 163
Y1rE,8 6 3 4 13 0 10 9 15 12
14rE,5 0 1 16 2 15 11 12 7 18
U0rE,6 8 3 4 13 10 2 9 15 11
3vrE,1 0 27 15 35 5 16 7 2 11
mwrE,1 25 0 35 16 12 2 7 19 17
YorE,2 7 17 0 19 15 12 18 48 13
BirE,11 20 22 13 29 6 15 32 8 18
acrE,0 1 12 15 7 2 17 18 42 19
4drE,2 7 11 83 601 720 17 15 262 1081
tdrE,1 0 27 15 35 5 21 11 23 12
uFrE,9 4 10 13 6 0 15 2 3 37
G9rE,1 0 21 23 26 15 27 5 16 11
5frE,15 11 18 2 7 88 364 49 1 514
HzrE,1 0 16 35 5 25 12 42 15 36
VfrE,0 1 5 42 12 16 19 17 27 35
ZQrE,6 0 8 5 3 1 12 14 7 61
kNrE,15 18 4 13 8 6 9 3 10 603
DXrE,1 0 26 27 5 21 16 23 11 15
fVrE,12 0 15 2 18 19 7 17 1 11
xXrE,1 0 35 5 16 42 17 15 19 27
g8rE,2 7 15 11 30 18 17 0 90 19
RxrE,8 6 4 13 3 66 15 49 5 28
BurE,0 12 2 1 15 7 5 11 19 35
rhrE,2 7 17 19 30 1 3 0 15 4
GerE,11 20 8 6 15 18 29 13 4 22
3nrE,7 2 17 15 0 104 12 19 1 18
lxrE,6 3 8 4 0 1 13 5 19 12
oXrE,1 0 23 21 24 15 2 11 73 7
xnrE,5 16 0 1 35 15 7 14 84 81
H6rE,4 3 6 13 10 9 8 28 33 38
e3rE,15 2 273 231 160 491 888 18 49 252
4erE,3 6 4 13 8 5 9 10 15 16
C7rE,11 2 5 15 7 0 1 18 16 17
iYrE,2 15 17 7 0 19 18 232 12 58
C9rE,2 45 212 51 15 56 77 295 18 11
2CrE,8 6 4 13 3 11 9 15 18 10
kerE,1 0 16 6 35 25 8 5 3 12
NZrE,0 15 12 18 538 8 811 6 4 1317
JErE,0 21 1 23 24 15 2 11 27 73
yTrE,0 12 1 15 35 7 2 19 16 17
vjrE,39 156 15 121 207 50 338 233 13 202
APrE,1 0 15 2 271 253 7 18 21 148
WPrE,1 0 16 25 5 35 12 17 42 19
lVrE,0 1 17 4 2 9 12 7 19 35
EOrE,11 454 439 279 158 2 21 15 7 26
AorE,1 0 35 36 7 15 2 27 17 19
h4rE,7 2 15 11 12 17 0 18 19 1
izrE,17 2 15 9 0 4 7 19 1 30
5nrE,4 3 6 13 10 9 8 28 38 33
firE,3 6 4 13 10 9 28 18 15 38
mVrE,26 15 5 16 18 11 8 0 194 49
TYrE,21 23 24 73 11 115 15 6 2 13
YIrE,2 7 15 12 18 0 5 11 1 19
LgrE,12 15 0 11 26 18 7 2 17 1
wKrE,2 7 11 0 19 15 12 17 5 1
FNrE,4 3 13 9 6 14 10 5 18 28
YZrE,0 1 11 2 15 12 7 18 21 27
tbrE,12 0 15 2 7 18 17 8 19 11
uurE,3 6 8 4 13 61 15 2 10 12
nfrE,0 1 35 27 5 36 12 42 15 16
ryrE,14 4 15 9 6 18 13 10 8 71
LMrE,6 8 3 4 13 15 11 1 2 16
2OrE,5 16 1 0 15 25 11 35 12 2
HyrE,2 7 17 19 15 18 11 48 13 9
SprE,5 16 0 1 11 6 12 15 35 26
8VrE,2 8 19 13 6 4 12 3 0 15
L9rE,3 4 6 13 9 10 8 28 12 0
65rE,0 15 39 156 1 6 207 121 233 18
RQrE,3 4 6 13 10 8 9 28 38 33
LerE,7 2 15 18 17 11 62 9 12 21
ZTrE,3 4 6 13 10 9 8 28 0 33
pKrE,14 15 66 2 0 11 7 18 49 12
xirE,2 15 18 43 60 7 17 11 12 30
I1rE,0 1 5 15 16 11 628 35 42 4
6LrE,5 0 16 1 2 7 15 11 12 14
S6rE,0 12 1 2 15 8 19 11 7 6
NcrE,15 18 4 2 9 366 11 238 274 5
80rE,14 0 8 5 6 1 15 16 2 7
vJrE,5 16 1 0 15 14 84 6 35 19
bMrE,71 14 15 6 4 18 8 13 152 9
SSrE,5 16 0 1 2 7 15 12 11 35
JqrE,3 13 4 41 6 8 15 10 0 1
7PrE,17 19 2 0 1 7 15 30 12 16
GJrE,4 3 6 13 9 14 10 15 8 18
2brE,0 1 35 19 36 17 7 12 2 15
BlrE,4 3 9 6 10 0 13 1 28 38
UcrE,4 10 13 9 3 6 18 15 8 49
kWrE,21 26 23 24 0 15 73 11 279 12
YOrE,3 6 4 13 10 9 8 15 5 14
tnrE,0 1 42 4 15 11 9 35 2 111
kHrE,11 15 18 2 7 20 22 8 49 50
DPrE,11 15 20 22 18 32 29 8 2 13
30rE,0 1 5 35 16 27 36 42 15 12
L2rE,0 1 15 11 42 18 2 93 35 17
ONrE,15 18 49 11 5 8 2 6 50 19
DwrE,10 4 9 754 18 13 8 15 6 3
9ZrE,0 1 35 7 2 17 15 27 19 36
xWrE,0 1 5 42 27 15 35 16 12 11
67rE,6 14 4 3 13 8 15 9 10 18
qrrE,11 20 22 32 29 6 15 13 8 2
rPrE,15 18 11 0 2 1 67 4 9 8
phrE,23 0 21 1 24 8 15 6 11 4
ZUrE,5 16 14 15 0 11 1 49 18 84
9hrE,5 16 0 26 1 15 11 81 49 12
OIrE,1 19 0 17 2 3 15 6 4 35
qprE,0 1 27 23 15 21 26 16 5 35
7UrE,2 0 7 44 46 13 109 15 11 12
ZxrE,15 8 0 18 11 110 92 6 4 369
L7rE,11 1 15 0 26 2 18 21 7 20
